Year,Mean Height [m],Mean DBH [m],Mean Crown area [m2],Mean Sapwood area [m2],Total Crown area of species [m2],Total Sapwood area [m2],Plot area [m2]
2010,0.94,0.16,1.1824,0.0098715,66.2144,0.19737,530
