Timestamp,time,Timestamp,Year,DOY (DOY),Timee (min),CO2 ( umol/mol),RH (%),UST (m/s),UTop (m/s),Tatop (deg C),PAR (umol/m2/s),PRESS (kPa),Rn (w/m2),EVobs (W/m^2),Soil moisture (%),Precipitation (mm),VPD (kpa),SapFlux_mangrove_5mm (kg/m2-sapwood/s),SapFlux_mangrove2,Salinity M,E ,Tw (water temp) K
5/1/2010,8:30,5/01/10 08:30,2010,121,830,369.41,82.15,0.2111,9.8,27.63,630.6,100,482.1,25.959,45,0,0.5846,1.487813215,1.487813215,0.6,0.97,296.483
5/1/2010,9:00,5/01/10 09:00,2010,121,900,368.72,82.15,0.1836,10.6,28.99,674.6,100,544.7,25.959,45,0,0.5885,2.428782749,2.428782749,0.6,0.97,296.483
5/1/2010,9:30,5/01/10 09:30,2010,121,930,367.19,81.3,0.1523,10.6,30.09,884,100,606.4,25.959,45,0,0.6196,2.778527419,2.778527419,0.6,0.97,296.483
5/1/2010,10:00,5/01/10 10:00,2010,121,1000,366.44,80.6,0.1178,11.1,31.26,959,100,649.9,0.778,45,0,0.6494,3.863048171,3.863048171,0.6,0.97,296.483
5/1/2010,10:30,5/01/10 10:30,2010,121,1030,366.59,81.6,0.0711,11.1,31.86,842.5,100,681,0.778,45,0,0.6085,4.112742332,4.112742332,0.6,0.97,296.483
5/1/2010,11:00,5/01/10 11:00,2010,121,1100,366.85,81.4,0.0517,11.3,32.22,740.75,100,697.5,0.778,45,0,0.6131,2.735902622,2.735902622,0.6,0.97,296.483
5/1/2010,11:30,5/01/10 11:30,2010,121,1130,367.51,80.15,0.0515,11.3,33.66,1315,100,710,0.778,45,0,0.6734,3.705350179,3.705350179,0.6,0.97,296.483
5/1/2010,12:00,5/01/10 12:00,2010,121,1200,368.46,78.98,0.0211,11.7,36.4,1853.5,100,702,0.778,45,0,0.7433,6.713899996,6.713899996,0.6,0.97,296.483
5/1/2010,12:30,5/01/10 12:30,2010,121,1230,368.13,78.69,0.0398,11.7,38.42,1904,100,679.2,0.778,45,0,0.757,7.470698967,7.470698967,0.6,0.97,296.483
5/1/2010,13:00,5/01/10 13:00,2010,121,1300,367.32,79.49,0.0544,11.8,39.62,1879.5,100,661.2,0.778,45,0,0.7284,7.479682226,7.479682226,0.6,0.97,296.483
5/1/2010,13:30,5/01/10 13:30,2010,121,1330,365.95,77.29,0.0343,11.8,40.54,1993.5,100,627.2,0.778,45,0,0.83,7.721708519,7.721708519,0.6,0.97,296.483
5/1/2010,14:00,5/01/10 14:00,2010,121,1400,365.31,78.59,0.0344,11.8,40.77,1733.5,100,579.3,6.222,45,0,0.7775,7.027789456,7.027789456,0.6,0.97,296.483
5/1/2010,14:30,5/01/10 14:30,2010,121,1430,365.6,79.94,0.0414,11.8,40.54,1730.5,100,498.2,-9999,45,0,0.7212,6.178596161,6.178596161,0.6,0.97,296.483
5/1/2010,15:00,5/01/10 15:00,2010,121,1500,365.44,79.59,0.0541,11.6,39.98,1600,100,398.9,-16.799,45,0,0.7325,5.618664727,5.618664727,0.6,0.97,296.483
5/1/2010,15:30,5/01/10 15:30,2010,121,1530,363.82,78.05,0.0198,11.6,40.3,1684,100,325.6,-16.799,45,0,0.8106,6.212265987,6.212265987,0.6,0.97,296.483
5/1/2010,16:00,5/01/10 16:00,2010,121,1600,361.92,79.82,0.0628,11.2,40.16,1510.5,100,201.3,-16.799,45,0,0.7384,5.761216338,5.761216338,0.6,0.97,296.483
5/1/2010,16:30,5/01/10 16:30,2010,121,1630,361.84,80.21,0.0802,11.2,39.35,1292.5,100,133.6,-6.321,45,0,0.7172,4.971967685,4.971967685,0.6,0.97,296.483
5/1/2010,17:00,5/01/10 17:00,2010,121,1700,360.5,81.4,0.0168,10.8,38.12,1018,100,55.49,-6.321,45,0,0.6598,3.799836276,3.799836276,0.6,0.97,296.483
5/1/2010,17:30,5/01/10 17:30,2010,121,1730,361.92,82.1,0.0214,10.8,36.85,783.25,100,36.05,-6.321,45,0,0.6299,2.426289643,2.426289643,0.6,0.97,296.483
5/1/2010,18:00,5/01/10 18:00,2010,121,1800,365.18,84.3,0.0611,10.2,35.12,497.1,100,5.208,-2.605,45,0,0.538,1.276737875,1.276737875,0.6,0.97,296.483
5/1/2010,18:30,5/01/10 18:30,2010,121,1830,372.38,85.75,0.0532,10.2,33.17,268.05,100,-29.78,-2.605,45,0,0.475,0.636266519,0.636266519,0.6,0.97,296.483
5/1/2010,19:00,5/01/10 19:00,2010,121,1900,375.1,86.85,0.0233,8.8,31.33,129.95,100,-47.58,-2.605,45,0,0.4309,0.248095193,0.248095193,0.6,0.97,296.483
5/1/2010,19:30,5/01/10 19:30,2010,121,1930,375.37,87.3,0.0843,8.8,29.78,46.5,100,-53.15,-2.605,45,0,0.4111,0.087146423,0.087146423,0.6,0.97,296.483
5/1/2010,20:00,5/01/10 20:00,2010,121,2000,378.46,87.7,0.0146,8.5,28.53,4.9,100,-59.68,-2.605,45,0,0.396,0.012534701,0.012534701,0.6,0.97,296.483
5/1/2010,20:30,5/01/10 20:30,2010,121,2030,381.56,88,0.0297,8.5,27.63,0,100,-56.36,-2.605,45,0,0.3836,0,0,0.6,0.97,296.483
5/1/2010,21:00,5/01/10 21:00,2010,121,2100,381.27,88.4,0.0376,8.2,27.03,0,100,-57.38,-27.87,45,0,0.3702,0,0,0.6,0.97,296.483
5/1/2010,21:30,5/01/10 21:30,2010,121,2130,381.56,88.6,0.0371,8.2,26.65,0,100,-56.09,-27.87,45,0,0.3634,0,0,0.6,0.97,296.483
5/1/2010,22:00,5/01/10 22:00,2010,121,2200,382.28,88.8,0.0176,7.8,26.44,0,100,-40.73,-27.87,45,0,0.3569,0,0,0.6,0.97,296.483
5/1/2010,22:30,5/01/10 22:30,2010,121,2230,382.94,88.75,0.0295,7.8,26.34,0,100,-36.08,-27.87,45,0,0.3578,0,0,0.6,0.97,296.483
5/1/2010,23:00,5/01/10 23:00,2010,121,2300,382.95,88.85,0.0644,7.3,26.16,0,100,-34.99,-27.87,45,0,0.353,0,0,0.6,0.97,296.483
5/1/2010,23:30,5/01/10 23:30,2010,121,2330,384.9,88.8,0.1542,7.3,25.92,0,100,-40.95,-27.87,45,0,0.3527,0,0,0.6,0.97,296.483
5/2/2010,0:00,5/02/10 00:00,2010,122,0,386.34,88.7,0.2307,7.2,25.7,0,100,-47.64,13.481,45,0,0.3549,0,0,0.6,0.97,296.483
5/2/2010,0:30,5/02/10 00:30,2010,122,30,388.01,88.85,0.2435,7.2,25.55,0,100,-53.5,13.481,45,0,0.3491,0,0,0.6,0.97,296.483
5/2/2010,1:00,5/02/10 01:00,2010,122,100,389.31,88.55,0.2654,6.9,25.49,0,100,-51.96,41.123,45,0,0.3589,0,0,0.6,0.97,296.483
5/2/2010,1:30,5/02/10 01:30,2010,122,130,390,88.45,0.2652,6.9,25.4,0,100,-47.66,50.44,45,0,0.3617,0,0,0.6,0.97,296.483
5/2/2010,2:00,5/02/10 02:00,2010,122,200,389.57,88.25,0.2532,6.5,25.31,0,100,-44.04,65.961,45,0,0.3675,0,0,0.6,0.97,296.483
5/2/2010,2:30,5/02/10 02:30,2010,122,230,387.94,88.05,0.2618,6.5,25.22,0,100,-25.92,80.226,45,0,0.3734,0,0,0.6,0.97,296.483
5/2/2010,3:00,5/02/10 03:00,2010,122,300,385.24,87.75,0.3019,6.3,25.19,0,100,-13.62,82.264,45,0,0.3826,0,0,0.6,0.97,296.483
5/2/2010,3:30,5/02/10 03:30,2010,122,330,384.33,87.3,0.223,6.3,25.16,0,100,-15.77,80.224,45,0,0.3972,0,0,0.6,0.97,296.483
5/2/2010,4:00,5/02/10 04:00,2010,122,400,384.65,86.85,0.3219,6.2,25.22,0,100,-26.79,95.12,45,0,0.4124,0,0,0.6,0.97,296.483
5/2/2010,4:30,5/02/10 04:30,2010,122,430,385.07,86.45,0.2531,6.2,25.31,0,100,-22.84,63.47,45,0,0.4257,0.009517868,0.009517868,0.6,0.97,296.483
5/2/2010,5:00,5/02/10 05:00,2010,122,500,382.88,86.2,0.2827,5.8,25.49,0,100,-23.12,68.727,45,0,0.4352,0.086386532,0.086386532,0.6,0.97,296.483
5/2/2010,5:30,5/02/10 05:30,2010,122,530,379.3,85.85,0.1636,5.8,25.58,0,100,18.97,61.963,45,0,0.4479,0.226405288,0.226405288,0.6,0.97,296.483
5/2/2010,6:00,5/02/10 06:00,2010,122,600,375.48,85.6,0.2179,6.2,25.67,0,100,64.56,53.123,45,0,0.4561,0.285831974,0.285831974,0.6,0.97,296.483
5/2/2010,6:30,5/02/10 06:30,2010,122,630,370.35,85.5,0.1942,6.2,25.73,4.65,100,62.25,31.119,45,0,0.4591,0.261143886,0.261143886,0.6,0.97,296.483
5/2/2010,7:00,5/02/10 07:00,2010,122,700,368.02,85.1,0.1117,7.8,25.89,43.18,100,142.4,42.481,45,0,0.4732,0.330399569,0.330399569,0.6,0.97,296.483
5/2/2010,7:30,5/02/10 07:30,2010,122,730,366.04,84.7,0.1406,7.8,26.13,132.25,100,211.8,17.727,45,0,0.4885,0.445208953,0.445208953,0.6,0.97,296.483
5/2/2010,8:00,5/02/10 08:00,2010,122,800,366.82,84.55,0.1413,9.8,26.56,217.45,100,383.9,17.479,45,0,0.4961,0.661247607,0.661247607,0.6,0.97,296.483
5/2/2010,8:30,5/02/10 08:30,2010,122,830,366.01,83.55,0.0807,9.8,27.03,350.55,100,234.8,1.895,45,0,0.5302,1.438600857,1.438600857,0.6,0.97,296.483
5/2/2010,9:00,5/02/10 09:00,2010,122,900,365.59,83.05,0.0525,10.5,27.78,527.2,100,389.6,1.895,45,0,0.5532,2.540952928,2.540952928,0.6,0.97,296.483
5/2/2010,9:30,5/02/10 09:30,2010,122,930,364.56,83.9,0.0354,10.5,28.14,348.15,100,317.1,1.895,45,0,0.5212,2.761300082,2.761300082,0.6,0.97,296.483
5/2/2010,10:00,5/02/10 10:00,2010,122,1000,363.63,83.35,0.0447,11,28.76,603.15,100,607.6,1.895,45,0,0.5433,2.722209367,2.722209367,0.6,0.97,296.483
5/2/2010,10:30,5/02/10 10:30,2010,122,1030,365.88,83.75,0.0612,11,29.45,553.5,100,612.9,1.895,45,0,0.5308,3.203392129,3.203392129,0.6,0.97,296.483
5/2/2010,11:00,5/02/10 11:00,2010,122,1100,365.91,83.4,0.0509,11.4,30.12,677.2,100,503,1.895,45,0,0.5418,2.731325941,2.731325941,0.6,0.97,296.483
5/2/2010,11:30,5/02/10 11:30,2010,122,1130,365.51,83.6,0.063,11.4,30.57,506.2,100,522,1.895,45,0,0.5353,2.663090036,2.663090036,0.6,0.97,296.483
5/2/2010,12:00,5/02/10 12:00,2010,122,1200,365.6,84.75,0.039,11.7,30.26,324.65,100,630.9,1.895,45,0,0.4912,2.053779029,2.053779029,0.6,0.97,296.483
5/2/2010,12:30,5/02/10 12:30,2010,122,1230,367.31,85.75,0.0193,11.7,29.58,199.95,100,470.2,1.895,45,0,0.4545,1.448012356,1.448012356,0.6,0.97,296.483
5/2/2010,13:00,5/02/10 13:00,2010,122,1300,368.68,86,0.025,11.8,29.08,183.7,100,359,1.895,45,0,0.4473,0.800451542,0.800451542,0.6,0.97,296.483
5/2/2010,13:30,5/02/10 13:30,2010,122,1330,369.75,88.85,0.0354,11.8,28.27,303.35,100,581.9,1.895,45,0,0.3488,0.614180199,0.614180199,0.6,0.97,296.483
5/2/2010,14:00,5/02/10 14:00,2010,122,1400,370.53,88.8,0.0359,11.8,27.44,153,100,431,-4.901,45,0,0.3467,0.246290142,0.246290142,0.6,0.97,296.483
5/2/2010,14:30,5/02/10 14:30,2010,122,1430,371.7,87.55,0.0373,11.8,26.93,242.5,100,518.4,5.529,45,0,0.3911,0.83582072,0.83582072,0.6,0.97,296.483
5/2/2010,15:00,5/02/10 15:00,2010,122,1500,370.04,86.95,0.0558,11.5,26.65,243.8,100,376.3,5.529,45,0,0.4132,1.061859767,1.061859767,0.6,0.97,296.483
5/2/2010,15:30,5/02/10 15:30,2010,122,1530,371.33,87.25,0.0433,11.5,26.81,218.05,100,344.4,5.529,45,0,0.4021,1.348864528,1.348864528,0.6,0.97,296.483
5/2/2010,16:00,5/02/10 16:00,2010,122,1600,369.81,87.5,0.0564,11.1,26.93,167.45,100,265.2,5.529,45,0,0.3933,1.171498168,1.171498168,0.6,0.97,296.483
5/2/2010,16:30,5/02/10 16:30,2010,122,1630,369.48,88.45,0.0516,11.1,26.68,138.45,100,136.2,5.529,45,0,0.3609,0.952003481,0.952003481,0.6,0.97,296.483
5/2/2010,17:00,5/02/10 17:00,2010,122,1700,371.55,87.9,0.0517,10.7,26.5,110.6,100,58.69,5.529,45,0,0.3788,0.857027199,0.857027199,0.6,0.97,296.483
5/2/2010,17:30,5/02/10 17:30,2010,122,1730,375.18,88.9,0.0804,10.7,26.44,169.6,100,-6.048,5.529,45,0,0.3467,0.560032143,0.560032143,0.6,0.97,296.483
5/2/2010,18:00,5/02/10 18:00,2010,122,1800,377.55,90.65,0.0781,10.1,26.16,106.69,100,-18.83,5.529,45,0,0.2857,0.094135924,0.094135924,0.6,0.97,296.483
5/2/2010,18:30,5/02/10 18:30,2010,122,1830,377.46,91.55,0.0753,10.1,25.79,19.07,100,-55.59,5.529,45,0,0.2545,0.232526639,0.232526639,0.6,0.97,296.483
5/2/2010,19:00,5/02/10 19:00,2010,122,1900,379,91.35,0.0952,8.7,25.52,11.48,100,-33.98,0.26,45,0,0.2598,0.270902734,0.270902734,0.6,0.97,296.483
5/2/2010,19:30,5/02/10 19:30,2010,122,1930,378.64,90.75,0.0778,8.7,25.34,13.71,100,-48.31,0.26,45,0,0.2788,0.168152131,0.168152131,0.6,0.97,296.483
5/2/2010,20:00,5/02/10 20:00,2010,122,2000,379.09,90.55,0.0372,8.3,25.16,1.15,100,-22.84,0.26,45,0,0.2856,0.077500428,0.077500428,0.6,0.97,296.483
5/2/2010,20:30,5/02/10 20:30,2010,122,2030,379.55,90.85,0.1022,8.3,25.07,0,100,-59.21,0.26,45,0,0.2757,0.097678667,0.097678667,0.6,0.97,296.483
5/2/2010,21:00,5/02/10 21:00,2010,122,2100,380.01,90.8,0.1063,8.1,25.01,0,100,-81.9,-0.534,45,0,0.2773,0.023944743,0.023944743,0.6,0.97,296.483
5/2/2010,21:30,5/02/10 21:30,2010,122,2130,385.01,91.55,0.1452,8.1,24.92,0,100,-43.06,-0.534,45,0,0.2528,0,0,0.6,0.97,296.483
5/2/2010,22:00,5/02/10 22:00,2010,122,2200,395.35,91.65,0.1828,7.7,24.89,0,100,-24.1,0.8,45,0,0.2488,0,0,0.6,0.97,296.483
5/2/2010,22:30,5/02/10 22:30,2010,122,2230,393.44,91.1,0.206,7.7,24.87,0,100,-38.59,-2.337,45,0,0.2661,0,0,0.6,0.97,296.483
5/2/2010,23:00,5/02/10 23:00,2010,122,2300,392.71,90.7,0.1559,7.2,24.87,0,100,-50.66,-0.15,45,0,0.2802,0,0,0.6,0.97,296.483
5/2/2010,23:30,5/02/10 23:30,2010,122,2330,394.93,90.3,0.2674,7.2,24.84,0,100,-61.61,-0.15,45,0,0.293,0,0,0.6,0.97,296.483
5/3/2010,0:00,5/03/10 00:00,2010,123,0,404.89,90.45,0.1808,7.1,24.84,0,100,-56.76,0.671,45,0,0.2871,0,0,0.6,0.97,296.483
5/3/2010,0:30,5/03/10 00:30,2010,123,30,410.45,90.25,0.1899,7.1,24.81,0,100,-53.95,-2.916,45,0,0.2929,0,0,0.6,0.97,296.483
5/3/2010,1:00,5/03/10 01:00,2010,123,100,417.63,90.1,0.2219,6.8,24.78,0,100,-46.39,-2.916,45,0,0.2983,0,0,0.6,0.97,296.483
5/3/2010,1:30,5/03/10 01:30,2010,123,130,430.57,90.15,0.2795,6.8,24.78,0,100,-42.35,-2.916,45,0,0.2982,0,0,0.6,0.97,296.483
5/3/2010,2:00,5/03/10 02:00,2010,123,200,431.44,90.55,0.2926,6.5,24.78,0,100,-19.17,-2.916,45,0,0.2854,0,0,0.6,0.97,296.483
5/3/2010,2:30,5/03/10 02:30,2010,123,230,454.16,91,0.2324,6.5,24.78,0,100,-9.08,1.757,45,0,0.2699,0,0,0.6,0.97,296.483
5/3/2010,3:00,5/03/10 03:00,2010,123,300,460.25,91.05,0.1763,6.2,24.81,0,100,-13.49,4.005,45,0,0.2677,0,0,0.6,0.97,296.483
5/3/2010,3:30,5/03/10 03:30,2010,123,330,437.65,91.15,0.1789,6.2,24.78,0,100,-39.41,4.005,45,0,0.2636,0,0,0.6,0.97,296.483
5/3/2010,4:00,5/03/10 04:00,2010,123,400,423.59,91.9,0.1577,6.1,24.78,0,100,-36.49,4.005,45,0,0.2405,0,0,0.6,0.97,296.483
5/3/2010,4:30,5/03/10 04:30,2010,123,430,422.19,92.5,0.1562,6.1,24.75,0,100,-34.23,0.483,45,0,0.2211,0,0,0.6,0.97,296.483
5/3/2010,5:00,5/03/10 05:00,2010,123,500,431.14,93.1,0.0482,5.7,24.75,0,100,-14.46,0.168,45,0,0.2025,0.342482483,0.342482483,0.6,0.97,296.483
5/3/2010,5:30,5/03/10 05:30,2010,123,530,444.29,93.4,0.0865,5.7,24.72,0,100,39.24,0.168,45,0,0.1934,1.503206013,1.503206013,0.6,0.97,296.483
5/3/2010,6:00,5/03/10 06:00,2010,123,600,433.08,93.5,0.0784,6.1,24.72,0,100,112.6,0.168,45,0,0.19,2.904731105,2.904731105,0.6,0.97,296.483
5/3/2010,6:30,5/03/10 06:30,2010,123,630,418.17,93.7,0.2644,6.1,24.72,0.86,100,128,-0.424,45,0,0.1836,2.496700109,2.496700109,0.6,0.97,296.483
5/3/2010,7:00,5/03/10 07:00,2010,123,700,411.24,93.75,0.2709,7.7,24.75,21.2,100,153.2,2.355,45,0,0.1826,2.601606216,2.601606216,0.6,0.97,296.483
5/3/2010,7:30,5/03/10 07:30,2010,123,730,394.95,93.7,0.194,7.7,24.84,42.38,100,244.4,2.355,45,0,0.1846,2.265852367,2.265852367,0.6,0.97,296.483
5/3/2010,8:00,5/03/10 08:00,2010,123,800,386.83,93.65,0.197,9.7,24.92,61.48,100,383,2.355,45,0,0.1865,1.960115346,1.960115346,0.6,0.97,296.483
5/3/2010,8:30,5/03/10 08:30,2010,123,830,374.48,93.6,0.2373,9.7,25.13,107,100,389.8,2.355,45,0,0.1895,1.177076116,1.177076116,0.6,0.97,296.483
5/3/2010,9:00,5/03/10 09:00,2010,123,900,364.94,93.5,0.2231,10.4,25.37,127.1,100,459.8,2.355,45,0,0.1944,1.009004106,1.009004106,0.6,0.97,296.483
5/3/2010,9:30,5/03/10 09:30,2010,123,930,362.08,92.8,0.2831,10.4,25.58,195.2,100,515.8,2.355,45,0,0.2177,1.135176649,1.135176649,0.6,0.97,296.483
5/3/2010,10:00,5/03/10 10:00,2010,123,1000,358.59,90,0.2281,10.9,25.79,407.75,100,623.1,0.826,45,0,0.3077,2.266401713,2.266401713,0.6,0.97,296.483
5/3/2010,10:30,5/03/10 10:30,2010,123,1030,359.19,87.55,0.1629,10.9,26.59,445.65,100,388.8,-1.468,45,0,0.3893,2.984244589,2.984244589,0.6,0.97,296.483
5/3/2010,11:00,5/03/10 11:00,2010,123,1100,362.97,84.1,0.2545,11.4,27.85,551.75,100,392.1,-1.468,45,0,0.5104,2.989419754,2.989419754,0.6,0.97,296.483
5/3/2010,11:30,5/03/10 11:30,2010,123,1130,364.49,80.9,0.2341,11.4,28.89,545.3,100,313.9,0.792,45,0,0.6233,3.635152673,3.635152673,0.6,0.97,296.483
5/3/2010,12:00,5/03/10 12:00,2010,123,1200,361.58,74.7,0.262,11.6,30.81,1208.5,100,232.9,0.792,45,0,0.8647,6.364326109,6.364326109,0.6,0.97,296.483
5/3/2010,12:30,5/03/10 12:30,2010,123,1230,357.17,72.44,0.2298,11.6,32.26,947.5,100,158.7,-7.212,45,0,0.958,11.49708711,11.49708711,0.6,0.97,296.483
5/3/2010,13:00,5/03/10 13:00,2010,123,1300,357,67.11,0.2219,11.7,32.26,1036.75,100,115.8,-4.21,45,0,1.1549,14.42185164,14.42185164,0.6,0.97,296.483
5/3/2010,13:30,5/03/10 13:30,2010,123,1330,358.38,63.92,0.244,11.7,31.12,1350.5,100,121.1,-4.21,45,0,1.3211,14.42185164,14.42185164,0.6,0.97,296.483
5/3/2010,14:00,5/03/10 14:00,2010,123,1400,366.79,67.93,0.2815,11.7,31.23,663.3,100,181.4,-4.21,45,0,1.1205,13.70390584,13.70390584,0.6,0.97,296.483
5/3/2010,14:30,5/03/10 14:30,2010,123,1430,367.83,67.84,0.2589,11.7,31.58,801.1,100,239.6,-4.21,45,0,1.1287,11.58972574,11.58972574,0.6,0.97,296.483
5/3/2010,15:00,5/03/10 15:00,2010,123,1500,371.52,64.53,0.2349,11.4,31.86,745.05,100,269.7,-0.536,45,0,1.252,10.82013871,10.82013871,0.6,0.97,296.483
5/3/2010,15:30,5/03/10 15:30,2010,123,1530,376.84,61.12,0.2468,11.4,32.26,731.35,100,156.9,0.584,45,0,1.3962,12.21780445,12.21780445,0.6,0.97,296.483
5/3/2010,16:00,5/03/10 16:00,2010,123,1600,367.3,66.92,0.2175,11.1,32.37,802.4,100,120,0.584,45,0,1.1582,8.243508923,8.243508923,0.6,0.97,296.483
5/3/2010,16:30,5/03/10 16:30,2010,123,1630,366.8,63.03,0.201,11.1,33.73,954.05,100,107.8,0.584,45,0,1.3474,9.067834849,9.067834849,0.6,0.97,296.483
5/3/2010,17:00,5/03/10 17:00,2010,123,1700,367.96,65.72,0.2185,10.6,33.66,646.9,100,81.2,-0.5,45,0,1.2049,9.706257433,9.706257433,0.6,0.97,296.483
5/3/2010,17:30,5/03/10 17:30,2010,123,1730,369.98,70.33,0.1349,10.6,32.55,428.55,100,48.27,-0.5,45,0,1.0021,6.55711811,6.55711811,0.6,0.97,296.483
5/3/2010,18:00,5/03/10 18:00,2010,123,1800,371.66,78.26,0.1152,10,31.55,411.2,100,-1.105,-0.5,45,0,0.7107,5.275943353,5.275943353,0.6,0.97,296.483
5/3/2010,18:30,5/03/10 18:30,2010,123,1830,373.85,83.25,0.0885,10,30.33,232,100,-35.04,0.3,45,0,0.5259,3.238681129,3.238681129,0.6,0.97,296.483
5/3/2010,19:00,5/03/10 19:00,2010,123,1900,376.76,84.8,0.0491,8.6,28.99,122.6,100,-29.06,0.3,45,0,0.4594,2.151946315,2.151946315,0.6,0.97,296.483
5/3/2010,19:30,5/03/10 19:30,2010,123,1930,379.18,82.05,0.0382,8.6,27.78,36.98,100,-19.7,0.3,45,0,0.5404,2.201021594,2.201021594,0.6,0.97,296.483
5/3/2010,20:00,5/03/10 20:00,2010,123,2000,381.41,85.6,0.0332,8.2,26.74,4.59,100,-27.35,0.3,45,0,0.425,1.017516036,1.017516036,0.6,0.97,296.483
5/3/2010,20:30,5/03/10 20:30,2010,123,2030,381.87,82.7,0.1127,8.2,26.01,0,100,-25.52,-1.375,45,0,0.5058,1.07055946,1.07055946,0.6,0.97,296.483
5/3/2010,21:00,5/03/10 21:00,2010,123,2100,385.03,84.7,0.1303,8,25.4,0,100,-33.23,0.194,45,0,0.4453,0.810694531,0.810694531,0.6,0.97,296.483
5/3/2010,21:30,5/03/10 21:30,2010,123,2130,389.52,89.05,0.0959,8,25.16,0,100,-38.16,0.603,45,0,0.3177,0.55070526,0.55070526,0.6,0.97,296.483
5/3/2010,22:00,5/03/10 22:00,2010,123,2200,396.46,89.3,0.0533,7.6,24.92,0,100,-33.26,0.603,45,0,0.3093,0.560344965,0.560344965,0.6,0.97,296.483
5/3/2010,22:30,5/03/10 22:30,2010,123,2230,399.58,89.75,0.075,7.6,24.81,0,100,-14.77,0.603,45,0,0.2968,0.500593703,0.500593703,0.6,0.97,296.483
5/3/2010,23:00,5/03/10 23:00,2010,123,2300,401.95,90.55,0.3844,7.1,24.81,0,100,-26.88,-0.702,45,0,0.2734,0.47140375,0.47140375,0.6,0.97,296.483
5/3/2010,23:30,5/03/10 23:30,2010,123,2330,402.36,91.05,0.5929,7.1,24.78,0,100,-40.62,-0.702,45,0,0.2595,0.530242835,0.530242835,0.6,0.97,296.483
5/4/2010,0:00,5/04/10 00:00,2010,124,0,408.84,91.95,0.3995,7,24.69,0,100,-32.32,1.108,45,0,0.2325,0,0,0.6,0.97,296.483
5/4/2010,0:30,5/04/10 00:30,2010,124,30,411.92,92.55,0.3101,7,24.66,0,100,-1.472,-0.535,45,0,0.2145,0,0,0.6,0.97,296.483
5/4/2010,1:00,5/04/10 01:00,2010,124,100,415.39,93.1,0.3047,6.7,24.63,0,100,-12.36,4.336,45,0,0.1976,0,0,0.6,0.97,296.483
5/4/2010,1:30,5/04/10 01:30,2010,124,130,421.31,93.35,0.3366,6.7,24.57,0,100,-2.541,-2.194,45,0,0.191,0,0,0.6,0.97,296.483
5/4/2010,2:00,5/04/10 02:00,2010,124,200,421.52,93.5,0.236,6.4,24.57,0,100,-0.666,-2.045,45,0,0.1874,0,0,0.6,0.97,296.483
5/4/2010,2:30,5/04/10 02:30,2010,124,230,434.2,93.6,0.2503,6.4,24.6,0,100,-2.484,0.013,45,0,0.1855,0,0,0.6,0.97,296.483
5/4/2010,3:00,5/04/10 03:00,2010,124,300,438.69,93.45,0.3468,6.1,24.51,0,100,-21.29,0.004,45,0,0.1864,0,0,0.6,0.97,296.483
5/4/2010,3:30,5/04/10 03:30,2010,124,330,431.74,93.2,0.2059,6.1,24.45,0,100,-25.28,0.004,45,0,0.1942,0,0,0.6,0.97,296.483
5/4/2010,4:00,5/04/10 04:00,2010,124,400,425.34,92.75,0.231,5.9,24.42,0,100,-12.54,51.487,45,0,0.2089,0,0,0.6,0.97,296.483
5/4/2010,4:30,5/04/10 04:30,2010,124,430,422.33,92.6,0.2489,5.9,24.39,0,100,-25.55,18.369,45,0,0.2141,0,0,0.6,0.97,296.483
5/4/2010,5:00,5/04/10 05:00,2010,124,500,428.04,92.3,0.3196,5.6,24.39,0,100,-18.33,6.168,45,0,0.224,0.082358478,0.082358478,0.6,0.97,296.483
5/4/2010,5:30,5/04/10 05:30,2010,124,530,429.46,91.5,0.3736,5.6,24.36,0,100,24.99,10.352,45,0,0.2469,0.192255813,0.192255813,0.6,0.97,296.483
5/4/2010,6:00,5/04/10 06:00,2010,124,600,419,91.75,0.311,6,24.33,0,100,32.241,8.876,45,0,0.2385,0.741001064,0.741001064,0.6,0.97,296.483
5/4/2010,6:30,5/04/10 06:30,2010,124,630,409.95,92.2,0.3952,6,24.28,2.78,100,66.69,8.439,45,0,0.2227,2.409622494,2.409622494,0.6,0.97,296.483
5/4/2010,7:00,5/04/10 07:00,2010,124,700,400.06,91.45,0.3489,7.6,24.13,39.07,100,211.1,-4.175,45,0,0.2404,1.857240409,1.857240409,0.6,0.97,296.483
5/4/2010,7:30,5/04/10 07:30,2010,124,730,382.75,90.35,0.3891,7.6,24.1,183.45,100,259.5,4.569,45,0,0.2744,1.583302468,1.583302468,0.6,0.97,296.483
5/4/2010,8:00,5/04/10 08:00,2010,124,800,376.29,89.15,0.3348,9.6,24.33,347.7,100,386,1.887,45,0,0.316,1.50952022,1.50952022,0.6,0.97,296.483
5/4/2010,8:30,5/04/10 08:30,2010,124,830,372.41,86.6,0.3272,9.6,24.95,396.25,100,446.8,1.887,45,0,0.3968,1.314840809,1.314840809,0.6,0.97,296.483
5/4/2010,9:00,5/04/10 09:00,2010,124,900,370.32,77.51,0.3261,10.4,26.84,927,100,511.5,1.887,45,0,0.7157,1.761189482,1.761189482,0.6,0.97,296.483
5/4/2010,9:30,5/04/10 09:30,2010,124,930,369.46,80.33,0.3514,10.4,28.49,802.45,100,575.8,2.948,45,0,0.6248,3.844954408,3.844954408,0.6,0.97,296.483
